Name,ID,L,a,b,LRV,R,G,B,,,
Sun Splashed,932,88.0217,6.23844,37.5581,0.721105,0.982701,0.844621,0.583991,250.588755,215.378355,148.917705
Sassy Yellow,933,81.5384,10.0427,45.8337,0.594501,0.942656,0.763151,0.453492,240.377280,194.603505,115.640460
Lemon Essence,934,74.5825,12.2948,55.789,0.476166,0.885028,0.681955,0.301184,225.682140,173.898525,76.801920
Yellow Shout,935,67.4423,15.1818,59.2172,0.372207,0.821458,0.59923,0.196064,209.471790,152.80365,49.996320
Diantha,936,96.7424,-0.769398,13.0644,0.918095,0.988913,0.962789,0.863559,252.172815,245.511195,220.207545
Egg Nog,937,96.516,-0.392621,17.2216,0.912575,0.998159,0.958666,0.82939,254.530545,244.459830,211.49445
Primrose Path,938,91.563,3.79188,36.1536,0.797286,1.00496,0.890198,0.631424,256.26480,227.000490,161.013120
Big Bus Yellow,939,89.4766,8.5653,44.7646,0.751785,1.02453,0.853804,0.543402,261.25515,217.720020,138.567510
Grilled Cheese,940,84.3651,12.5498,59.1557,0.647701,1.00466,0.785883,0.372984,256.18830,200.400165,95.110920
Glowing Lantern,941,79.2538,17.704,70.1555,0.553698,0.98302,0.715751,0.213443,250.67010,182.516505,54.427965
Lemon Dream,942,73.0597,21.1416,76.6845,0.452554,0.931687,0.639901,-0.0124136,237.580185,163.174755,-3.1654680
Picture Perfect,943,95.5139,-0.525545,17.0228,0.888409,0.98533,0.947737,0.819871,251.25915,241.672935,209.067105
Sunrise Glow,944,95.3215,0.632906,23.5444,0.883818,1.00465,0.941761,0.768147,256.18575,240.149055,195.877485
Treasure Seeker,945,94.1107,1.08524,32.7246,0.855293,1.01008,0.925842,0.684407,257.57040,236.089710,174.523785
Hot Spot,946,92.4944,4.90005,42.4101,0.818179,1.03222,0.897015,0.592506,263.21610,228.738825,151.089030
Bright Halo,947,87.7239,11.9981,60.2474,0.714929,1.04222,0.823922,0.398287,265.76610,210.100110,101.563185
Bright Bubble,948,84.2342,17.4306,78.8169,0.64517,1.04694,0.769574,0.164121,266.96970,196.241370,41.850855
Frenzy,949,79.5459,26.6648,89.412,0.558808,1.04827,0.691277,-0.248957,267.30885,176.275635,-63.484035
Ivory Coast,950,96.4766,-0.909109,11.8461,0.911617,0.98209,0.960327,0.869876,250.43295,244.883385,221.818380
Pound Cake,951,95.2855,-1.12099,23.7515,0.882962,0.991738,0.945663,0.765748,252.893190,241.144065,195.265740
Rich Glow,952,92.9438,2.36817,38.7262,0.828388,1.01485,0.90887,0.625516,258.78675,231.76185,159.506580
Evening Star,953,86.9658,9.90428,61.6083,0.699366,1.02101,0.821131,0.377164,260.35755,209.388405,96.176820
Mac N Cheese,954,82.4094,17.9641,76.7242,0.61057,1.02669,0.748475,0.169951,261.80595,190.861125,43.337505
Lemon Whisper,955,78.6558,23.0275,79.7952,0.543335,1.01227,0.693325,0.0515858,258.12885,176.797875,13.1543790
I Love To Boogie,956,76.6964,26.2293,76.9481,0.510286,1.00541,0.662914,0.089376,256.37955,169.043070,22.790880
Pale Narcissus,957,96.5626,-0.546521,9.74314,0.91371,0.981017,0.960743,0.886922,250.159335,244.989465,226.165110
Holy Grail,958,94.7815,1.23141,20.2704,0.871019,0.996583,0.934672,0.787469,254.128665,238.341360,200.804595
Essentially Bright,959,90.5143,6.30666,35.9195,0.774194,1.00974,0.872154,0.622898,257.48370,222.399270,158.838990
Bread 'n Butter,960,87.4195,13.4322,46.5798,0.708652,1.03417,0.817947,0.509319,263.71335,208.576485,129.876345
Gold's Great Touch,961,83.9396,20.065,56.4456,0.639497,1.04386,0.760422,0.395647,266.18430,193.907610,100.889985
Pieces of Eight,962,79.3427,28.0881,70.4373,0.55525,1.04541,0.685668,0.22084,266.57955,174.845340,56.31420
Zambia,963,74.1211,37.3574,77.3175,0.468928,1.03622,0.598929,0.0548895,264.23610,152.726895,13.9968225
Capetown Cream,964,93.9041,2.33962,15.876,0.850486,0.985928,0.922718,0.811582,251.411640,235.293090,206.953410
Gold of Midas,965,93.8067,3.51735,20.0785,0.848227,1.00173,0.918031,0.778845,255.44115,234.097905,198.605475
Starburst,966,89.7824,8.90029,30.5751,0.758344,1.01102,0.857953,0.657008,257.81010,218.778015,167.537040
Endearment,967,89.4968,11.7093,33.7851,0.752219,1.03128,0.846909,0.630209,262.97640,215.961795,160.703295
Mango Madness,968,79.7123,25.8954,50.2209,0.561732,1.02292,0.698068,0.406434,260.84460,178.007340,103.640670
Au Gratin,969,74.9196,35.195,60.9639,0.481503,1.02614,0.615977,0.272529,261.66570,157.074135,69.494895
Orange you Happy?,970,67.2963,45.3622,67.2687,0.370257,0.990206,0.497478,0.135284,252.502530,126.856890,34.497420
May Sun,971,93.3832,2.72721,14.5237,0.83845,0.980067,0.916124,0.816213,249.917085,233.611620,208.134315
Apple Cider,972,90.1612,8.01362,22.7352,0.766519,0.996615,0.865524,0.720375,254.136825,220.708620,183.695625
Atoll Sand,973,86.9698,14.5636,31.5562,0.699449,1.01752,0.811644,0.621458,259.46760,206.969220,158.471790
Goosebill,974,81.4074,22.064,40.2294,0.59211,1.01038,0.72884,0.500214,257.64690,185.85420,127.554570
Downy Feather,975,77.0358,27.0553,47.4957,0.515912,0.995356,0.666168,0.401643,253.815780,169.872840,102.418965
Cocktail Hour,976,73.3781,33.5998,53.3296,0.457425,0.99347,0.605718,0.321496,253.33485,154.458090,81.981480
Cheddar Cheese,977,66.6822,38.4354,56.7725,0.362127,0.940833,0.518334,0.228567,239.912415,132.175170,58.284585
City of Diamonds,978,92.4578,3.85959,16.0382,0.817352,0.980915,0.902703,0.794884,250.133325,230.189265,202.695420
Liveliness,979,90.7364,7.30139,22.9028,0.779047,0.998554,0.873728,0.72511,254.631270,222.800640,184.90305
Southern Breeze,980,87.9601,11.5749,28.3525,0.719825,1.00459,0.831052,0.655348,256.17045,211.918260,167.113740
Tuscan Wall,981,83.4192,15.9983,33.201,0.62956,0.987637,0.768774,0.572384,251.847435,196.037370,145.957920
Taste of Summer,982,76.7498,21.1911,40.2762,0.51117,0.950242,0.681528,0.452328,242.311710,173.789640,115.343640
Japonica,983,70.3886,26.0541,49.0312,0.413044,0.911684,0.599031,0.322863,232.479420,152.752905,82.330065
Mexican Spirit,984,62.7884,28.5509,52.0605,0.313338,0.83789,0.512406,0.224244,213.66195,130.663530,57.182220
Whiskers,985,96.3522,1.10567,7.89176,0.908596,0.986971,0.954579,0.898992,251.677605,243.417645,229.242960
Mineral Glow,986,93.0763,3.84853,15.2578,0.831415,0.986305,0.909752,0.80754,251.507775,231.986760,205.92270
Tallow,987,87.2315,8.64833,23.7744,0.704794,0.969149,0.83142,0.681408,247.132995,212.01210,173.759040
Mom's Apple Pie,988,78.1926,14.0536,34.9019,0.535397,0.916904,0.717607,0.505258,233.810520,182.989785,128.840790
Impulse,989,67.0308,19.207,44.253,0.366728,0.829215,0.584884,0.324568,211.449825,149.145420,82.764840
Butterscotch Glaze,990,61.0595,21.0076,43.2004,0.29316,0.770132,0.518618,0.275697,196.383660,132.247590,70.302735
Beeswax Candle,991,58.9083,21.6322,43.2262,0.269287,0.749074,0.495035,0.255176,191.013870,126.233925,65.069880
Touch of Topaz,992,91.7569,4.33457,12.0544,0.801607,0.968242,0.89431,0.817385,246.901710,228.04905,208.433175
Incan Treasure,993,89.9205,7.53002,15.9813,0.761318,0.978218,0.865115,0.768543,249.445590,220.604325,195.978465
Sparkle Glow,994,86.6621,9.44438,19.0193,0.693197,0.959993,0.823761,0.711162,244.798215,210.059055,181.346310
Bread Pudding,995,80.1781,12.4937,25.8664,0.569974,0.917537,0.744242,0.592686,233.971935,189.781710,151.134930
Spice Cookie,996,69.7331,18.1729,35.1261,0.403712,0.845501,0.616791,0.41999,215.602755,157.281705,107.09745
Gates of Gold,997,66.3477,20.3149,38.2359,0.35775,0.822495,0.575221,0.36434,209.736225,146.681355,92.90670
Gold Metal,998,55.438,19.4513,37.5907,0.233568,0.693573,0.467078,0.264375,176.861115,119.104890,67.415625
Ivory Tassel,999,93.3796,2.71176,10.6281,0.83837,0.97159,0.91674,0.845635,247.75545,233.76870,215.636925
Flower of Oahu,1000,89.8501,5.46035,15.9227,0.7598,0.962582,0.869672,0.767761,245.458410,221.766360,195.779055
Cheddar Corn,1001,87.0749,8.7732,19.9554,0.701593,0.961719,0.829914,0.708418,245.238345,211.628070,180.646590
Tea Cookie,1002,77.6247,12.392,22.0886,0.525772,0.882252,0.717607,0.594026,224.974260,182.989785,151.476630
Sweet Sue,1003,73.3512,13.7226,25.5638,0.457011,0.847628,0.668147,0.525125,216.145140,170.377485,133.906875
Peace of Mind,1004,61.6225,19.6505,30.7041,0.299633,0.757724,0.529479,0.373466,193.219620,135.017145,95.233830
Flickering Flame,1005,52.4999,21.4727,31.0303,0.205918,0.666567,0.432717,0.285283,169.974585,110.342835,72.747165
Turkscap,1006,88.0453,6.98757,16.5146,0.721595,0.954067,0.84573,0.744164,243.287085,215.66115,189.761820
Pastel Peach,1007,84.3436,11.0705,20.3449,0.647284,0.946916,0.793926,0.676991,241.463580,202.451130,172.632705
Mango Tango,1008,82.0924,11.4203,22.049,0.604689,0.926417,0.768298,0.640682,236.236335,195.915990,163.373910
Bedtime Story,1009,75.8852,15.0871,23.652,0.497007,0.882237,0.691567,0.565329,224.970435,176.349585,144.158895
Peanut Brittle,1010,66.4375,18.787,27.9847,0.358923,0.80385,0.581643,0.439754,204.98175,148.318965,112.137270
Semolina,1011,56.06,22.2643,32.4983,0.239722,0.711827,0.465584,0.30845,181.515885,118.723920,78.65475
Hampton Beach,1012,47.127,22.7928,31.757,0.161165,0.614925,0.376193,0.231297,156.805875,95.929215,58.980735
Warm Bread,1013,92.5588,4.2453,11.9211,0.819635,0.976407,0.903492,0.827163,248.983785,230.390460,210.926565
Muffin Magic,1014,90.0034,7.56847,14.7714,0.763107,0.977106,0.866119,0.778533,249.162030,220.860345,198.525915
Canter Peach,1015,87.1352,9.96756,16.6305,0.702825,0.96472,0.827933,0.734179,246.00360,211.122915,187.215645
November Leaf,1016,78.8298,18.5022,28.0058,0.546338,0.943518,0.712927,0.564548,240.597090,181.796385,143.959740
Summer's End,1017,67.8783,24.8457,35.2779,0.378073,0.863572,0.577964,0.402889,220.210860,147.380820,102.736695
Sunny Horizon,1018,63.4047,25.567,35.9688,0.320748,0.816719,0.529557,0.354556,208.263345,135.037035,90.411780
Orange Ballad,1019,53.5703,26.3303,37.0725,0.215724,0.709481,0.4279,0.253689,180.917655,109.1145,64.690695
Rapture's Light,1020,95.8359,-0.201619,6.04483,0.896128,0.966647,0.952316,0.907003,246.494985,242.840580,231.285765
Sweet Buttermilk,1021,94.8502,2.71619,10.2223,0.872641,0.987418,0.933268,0.864948,251.791590,237.983340,220.561740
Delicate Dawn,1022,89.1727,10.2765,19.2832,0.745307,0.994913,0.849143,0.736306,253.702815,216.531465,187.758030
Mellow Glow,1023,86.9513,14.9732,24.0049,0.699072,1.00889,0.811327,0.678302,257.26695,206.888385,172.967010
Pumpkin Hue,1024,74.7328,28.2442,35.1953,0.478541,0.963414,0.639344,0.472712,245.670570,163.032720,120.541560
Heat of Summer,1025,68.0066,32.3138,42.2263,0.379809,0.913614,0.554776,0.355309,232.971570,141.467880,90.603795
Casa De Oro,1026,56.063,38.9636,45.93,0.239752,0.810032,0.407983,0.216332,206.558160,104.035665,55.164660
Abstract White,1027,95.601,0.456293,7.65337,0.890493,0.972921,0.947774,0.892307,248.094855,241.682370,227.538285
Verve,1028,94.4533,3.06998,11.8864,0.863302,0.989189,0.927656,0.848026,252.243195,236.552280,216.246630
Pale Blossom,1029,93.2802,5.89988,15.7591,0.836085,1.00452,0.906706,0.806426,256.15260,231.210030,205.638630
Wispy White,1030,83.4531,20.9836,31.5753,0.630204,1.01762,0.755154,0.586471,259.49310,192.564270,149.550105
Chickadee,1031,76.9966,32.2734,40.6025,0.515261,1.01928,0.649816,0.456435,259.91640,165.703080,116.390925
Boredom Buster,1032,71.2506,40.5976,51.7876,0.425531,1.00549,0.558766,0.316775,256.39995,142.485330,80.777625
Lava Lamp,1033,62.128,45.1494,54.7585,0.305525,0.919709,0.445053,0.205975,234.525795,113.488515,52.523625
Autumn Wind,1034,86.9152,12.3426,19.3575,0.698335,0.983265,0.818777,0.712025,250.732575,208.788135,181.566375
Spiced Cider,1035,83.2484,14.5355,21.3434,0.62632,0.959135,0.772533,0.658847,244.579425,196.995915,168.005985
Apricot Spring,1036,78.2984,20.4844,25.6742,0.537204,0.946698,0.701876,0.576805,241.407990,178.978380,147.085275
Trumpet Flower,1037,70.3561,25.7482,30.1171,0.412577,0.892182,0.60164,0.46535,227.506410,153.41820,118.66425
Jack-O-Lantern,1038,60.6627,32.9434,37.6368,0.288654,0.827048,0.477438,0.318998,210.897240,121.746690,81.344490
Pretty Parasol,1039,48.6997,30.567,32.4497,0.173514,0.673249,0.366327,0.243846,171.678495,93.413385,62.180730
Dark Marmalade,1040,41.4745,33.3677,25.9874,0.121633,0.601781,0.286476,0.224071,153.454155,73.051380,57.138105
Flowerbed,1041,94.3335,5.25275,10.7144,0.860495,1.00144,0.920947,0.856033,255.36720,234.841485,218.288415
Peak Season,1042,91.4422,10.3007,15.7872,0.794603,1.01478,0.874719,0.787147,258.76890,223.053345,200.722485
Mom's Love,1043,88.8839,15.3015,19.5375,0.739183,1.02627,0.832291,0.73249,261.69885,212.234205,186.78495
Shooting Star,1044,81.4026,26.6083,25.8196,0.592021,1.02117,0.716943,0.609591,260.39835,182.820465,155.445705
Creamy Orange Blush,1045,74.2333,35.0335,33.6166,0.470681,0.995463,0.612054,0.481636,253.843065,156.073770,122.817180
Ballet Cream,1046,68.1916,45.4168,44.3721,0.382325,0.989344,0.508716,0.346839,252.282720,129.722580,88.443945
Starfish,1047,59.6061,56.0995,53.2191,0.276883,0.943767,0.367691,0.202989,240.660585,93.761205,51.762195
Pale Shrimp,1048,92.1695,6.80323,7.31503,0.81085,0.980803,0.893359,0.858074,250.104765,227.806545,218.808870
Salmon Mousse,1049,87.4456,13.9902,13.267,0.709189,0.98976,0.821066,0.763467,252.38880,209.371830,194.684085
Salmon Beauty,1050,84.213,17.9,15.6493,0.644761,0.983113,0.774521,0.711974,250.693815,197.502855,181.553370
Stucco Wall,1051,77.9185,22.4201,19.6929,0.530738,0.946064,0.693023,0.617077,241.246320,176.720865,157.354635
Summer Memory,1052,65.0845,33.3976,28.0367,0.341538,0.872667,0.52247,0.430556,222.530085,133.22985,109.791780
Sun's Rage,1053,44.9774,36.6153,31.9576,0.145255,0.661081,0.307417,0.216355,168.575655,78.391335,55.170525
Carrot Cake,1054,44.2698,34.3454,26.4977,0.140257,0.638214,0.309925,0.245906,162.744570,79.030875,62.706030
White Meadow,1055,92.418,2.6919,6.01886,0.816451,0.950127,0.906809,0.869757,242.282385,231.236295,221.788035
Elizabeth Rose,1056,90.784,8.3416,9.82086,0.780091,0.981563,0.873546,0.824336,250.298565,222.754230,210.205680
Pink Satin,1057,83.6388,14.8309,15.7976,0.633741,0.956401,0.776789,0.704048,243.882255,198.081195,179.532240
Pale Terra,1058,75.5252,22.0945,20.1787,0.491189,0.917219,0.668408,0.588661,233.890845,170.444040,150.108555
Alexandra Peach,1059,68.9486,24.6756,20.2896,0.39273,0.857924,0.591519,0.521362,218.770620,150.837345,132.947310
First Lady,1060,58.8086,28.463,23.0929,0.268213,0.767997,0.475196,0.402527,195.839235,121.174980,102.644385
April Love,1061,36.59,33.121,25.8426,0.0931829,0.546419,0.240365,0.18241,139.336845,61.293075,46.51455
Albino,1062,95.0892,3.27907,6.00931,0.878297,0.984753,0.935234,0.899621,251.112015,238.484670,229.403355
Tiny Pink,1063,88.7842,13.3459,12.9731,0.737078,1.00014,0.837588,0.780017,255.03570,213.584940,198.904335
Mystic Tulip,1064,79.4074,24.9177,18.6476,0.556382,0.977395,0.701689,0.640857,249.235725,178.930695,163.418535
Rose Essence,1065,72.7244,31.9212,23.8834,0.447461,0.948876,0.607807,0.535935,241.963380,154.990785,136.663425
Sari,1066,63.7713,39.8001,31.7678,0.325212,0.895998,0.485591,0.393516,228.479490,123.825705,100.346580
Sweet Baby Rose,1067,49.527,46.3586,33.2133,0.180255,0.762612,0.310955,0.252805,194.466060,79.293525,64.465275
Best of the Bunch,1068,49.5068,42.2707,32.2682,0.180088,0.741531,0.329337,0.257304,189.090405,83.980935,65.612520
Pink Touch,1069,91.6934,7.23592,9.03671,0.800191,0.982275,0.886653,0.83998,250.480125,226.096515,214.19490
Peony Prize,1070,90.3069,9.44593,8.20922,0.76968,0.980683,0.86563,0.831391,250.074165,220.73565,212.004705
Cloud Number Nine,1071,86.2693,14.8167,9.88756,0.685271,0.975612,0.806467,0.77597,248.781060,205.649085,197.87235
Lusty Orange,1072,77.4694,23.5413,13.9138,0.52316,0.939205,0.685809,0.654523,239.497275,174.881295,166.903365
Graceful Ballerina,1073,65.8644,31.7384,21.2041,0.351489,0.864946,0.537055,0.485862,220.561230,136.949025,123.894810
It's My Party,1074,58.6072,34.803,24.2826,0.266053,0.801714,0.451646,0.394281,204.437070,115.169730,100.541655
Cherry Blink,1075,46.6799,36.6786,26.987,0.157765,0.677431,0.3246,0.265188,172.744905,82.7730,67.622940
Baby Blossom,1076,95.2588,3.00691,4.40607,0.882326,0.980802,0.938102,0.913595,250.104510,239.216010,232.966725
Lady Anne,1077,92.0151,9.03913,5.43046,0.807382,0.99121,0.886133,0.870961,252.75855,225.963915,222.095055
Aromatic Breeze,1078,87.5349,19.9518,9.40752,0.711027,1.02406,0.805982,0.79437,261.13530,205.525410,202.56435
Wildflower Bouquet,1079,80.9293,30.6203,13.5955,0.583434,1.02317,0.701189,0.695031,260.90835,178.803195,177.232905
Cherished One,1080,72.119,41.0425,17.5668,0.438363,0.98708,0.57081,0.577212,251.70540,145.55655,147.189060
Endless Possibilities,1081,52.5528,61.6355,42.1262,0.206397,0.878395,0.255627,0.22605,223.990725,65.184885,57.64275
Tropical Heat,1082,45.3503,56.9106,31.1534,0.147937,0.762503,0.20403,0.234181,194.438265,52.02765,59.716155
Morning Blush,1083,93.2171,4.65006,6.55218,0.834638,0.975072,0.910697,0.87498,248.643360,232.227735,223.11990
Go Go Pink,1084,89.2873,12.8962,6.85219,0.747746,0.990723,0.845379,0.831027,252.634365,215.571645,211.911885
Tint of Rose,1085,86.2666,18.6864,8.47397,0.685215,0.999182,0.795873,0.787207,254.791410,202.947615,200.737785
Nosegay,1086,76.0711,32.6678,14.5323,0.50003,0.980241,0.642328,0.637593,249.961455,163.793640,162.586215
Bay Coral,1087,65.5654,42.8719,21.4072,0.347651,0.924121,0.49415,0.484627,235.650855,126.00825,123.579885
Childhood Crush,1088,60.401,46.1443,25.5146,0.285709,0.884536,0.42624,0.406707,225.556680,108.69120,103.710285
Chuckles,1089,46.508,51.1175,33.1843,0.156471,0.749938,0.254256,0.228235,191.234190,64.835280,58.199925
Tartlet ,1090,90.5655,11.0876,5.83847,0.775312,0.99035,0.864546,0.852291,252.53925,220.459230,217.334205
All Dressed Up,1091,86.2098,16.007,6.53291,0.684075,0.976557,0.803106,0.800362,249.022035,204.792030,204.092310
Petals Unfolding,1092,81.1297,21.5796,5.71848,0.587059,0.954434,0.732256,0.752421,243.380670,186.725280,191.867355
Wood Nymph,1093,73.6231,29.4132,8.19422,0.461197,0.922539,0.62792,0.656427,235.247445,160.11960,167.388885
Porcelain Rose,1094,64.7405,35.9136,12.5588,0.33721,0.865188,0.512601,0.535765,220.622940,130.713255,136.620075
Empower,1095,45.6275,45.6404,25.7583,0.149951,0.708662,0.274924,0.267122,180.708810,70.105620,68.116110
The Ego Has Landed,1096,46.3285,35.0903,15.8598,0.155126,0.656007,0.328809,0.334408,167.281785,83.846295,85.274040
Pale Petunia,1097,82.8947,21.6439,4.35219,0.619648,0.972466,0.751402,0.781475,247.978830,191.607510,199.276125
Bubblegum Pink,1098,78.6935,27.5138,5.64607,0.543984,0.964716,0.68831,0.728021,246.002580,175.51905,185.645355
Dimple,1099,65.8329,42.1832,13.2622,0.351083,0.914165,0.500995,0.543517,233.112075,127.753725,138.596835
Heart to Heart,1100,55.2654,52.3437,21.6108,0.231879,0.852232,0.344208,0.385889,217.319160,87.773040,98.401695
Mullen Pink,1101,48.5317,55.4119,31.7949,0.172166,0.793983,0.251379,0.257451,202.465665,64.101645,65.650005
Precious Peony,1102,46.2748,51.3847,24.4031,0.154726,0.743112,0.251566,0.283867,189.493560,64.149330,72.386085
Moonrose,1103,41.6857,43.4018,17.5123,0.122979,0.64655,0.246516,0.283699,164.87025,62.861580,72.343245
Valerie,1104,93.1949,8.26751,2.24878,0.834128,0.991753,0.901863,0.907823,252.897015,229.975065,231.494865
It's A Girl!,1105,90.65,15.2194,1.69866,0.777158,1.01178,0.855006,0.884944,258.00390,218.026530,225.660720
Garden Glory,1106,84.3966,25.7703,1.84723,0.648311,1.01225,0.755936,0.816989,258.12375,192.763680,208.332195
Bunny Fluff,1107,71.3619,44.6865,6.33092,0.427161,0.984277,0.551208,0.649295,250.990635,140.558040,165.570225
Pink Explosion,1108,64.2455,54.0675,12.7137,0.331046,0.959951,0.43428,0.534313,244.787505,110.74140,136.249815
Party Time,1109,46.4392,64.7416,40.5959,0.155954,0.816724,0.146872,0.18509,208.264620,37.452360,47.19795
Unmatched Beauty,1110,41.1237,53.48,29.1108,0.119419,0.695038,0.17832,0.209056,177.234690,45.47160,53.309280
Royal Wedding ,1111,92.277,8.45933,3.28063,0.81327,0.985117,0.890948,0.889883,251.204835,227.191740,226.920165
Wishful Thinking,1112,90.167,12.6855,2.49569,0.766646,0.989971,0.85644,0.873151,252.442605,218.39220,222.653505
Fruitbowl,1113,85.9271,19.6588,4.02302,0.678414,0.99325,0.790183,0.816526,253.27875,201.496665,208.214130
A Lot of Love,1114,83.0889,26.6398,5.76773,0.623306,1.01009,0.738353,0.774282,257.57295,188.280015,197.441910
Dollie,1115,71.2509,40.2841,8.95138,0.425535,0.961123,0.565926,0.628736,245.086365,144.311130,160.327680
Movie Star,1116,43.6659,62.9597,34.3522,0.136083,0.771785,0.124008,0.201824,196.805175,31.622040,51.465120
Siren,1117,38.1452,48.3226,25.7817,0.101697,0.634679,0.179794,0.202345,161.843145,45.847470,51.597975
Cotton Candy,1118,95.1063,4.46373,1.04618,0.878703,0.981976,0.933292,0.937572,250.403880,237.989460,239.080860
Sweet Pea,1119,90.905,11.7117,-0.155168,0.782744,0.985363,0.867719,0.900947,251.267565,221.268345,229.741485
Summer Cosmos,1120,87.6498,16.6557,-1.69228,0.713398,0.980163,0.818599,0.87711,249.941565,208.742745,223.66305
Dahlia Delight,1121,82.0304,25.0894,-3.09036,0.603543,0.970701,0.733301,0.826972,247.528755,186.991755,210.877860
Rose Mallow,1122,77.5476,31.2002,-3.2743,0.524474,0.9587,0.666215,0.780559,244.4685,169.884825,199.042545
Groovy,1123,59.0278,52.096,-0.254478,0.270578,0.87162,0.390475,0.568539,222.26310,99.571125,144.977445
Velvet Cake,1124,36.1713,49.9563,17.2156,0.090975,0.614222,0.147024,0.238689,156.626610,37.491120,60.865695
Hepatica,1125,92.814,8.32111,0.192638,0.825431,0.982956,0.897851,0.919027,250.653780,228.952005,234.351885
Seashell Pink,1126,86.7543,16.0799,0.027024,0.695066,0.969724,0.810048,0.854385,247.279620,206.562240,217.868175
Pepto,1127,73.9875,28.9036,-0.926583,0.466845,0.907878,0.635112,0.724988,231.508890,161.953560,184.871940
Minuette,1128,61.3079,38.8996,2.94628,0.296004,0.829606,0.468217,0.567396,211.549530,119.395335,144.685980
Punky Pink,1129,45.8944,44.8002,12.0729,0.151908,0.696438,0.284126,0.357295,177.591690,72.452130,91.110225
Obsession,1130,41.7977,49.8114,9.3958,0.123697,0.671714,0.214713,0.337283,171.287070,54.751815,86.007165
Can Can,1131,42.1485,51.1494,1.56684,0.125963,0.674339,0.212619,0.389666,171.956445,54.217845,99.364830
Sullivan's Heart,1132,84.3594,19.6962,1.24209,0.647589,0.969959,0.773499,0.819814,247.339545,197.242245,209.052570
Christy's Smile,1133,81.7283,23.0899,1.34526,0.59798,0.96289,0.735108,0.791015,245.53695,187.452540,201.708825
Pegeen Peony,1134,73.4847,31.0168,0.934134,0.459063,0.918698,0.622714,0.706829,234.267990,158.792070,180.241395
Glam,1135,59.888,38.7276,3.6788,0.279991,0.813515,0.454075,0.547932,207.446325,115.789125,139.722660
Romp,1136,39.104,39.4968,13.8906,0.107195,0.595791,0.239468,0.281945,151.926705,61.064340,71.895975
Ode to Joy,1137,40.5994,40.0191,14.6649,0.116161,0.615622,0.251924,0.290771,156.983610,64.240620,74.146605
Romantic Night,1138,37.0931,41.9057,19.6671,0.0958825,0.589229,0.206477,0.22901,150.253395,52.651635,58.39755
Tutu,1139,90.3301,9.88997,2.3788,0.770183,0.971413,0.865732,0.875291,247.710315,220.761660,223.199205
First Daughter,1140,87.5079,14.251,2.35134,0.710471,0.970495,0.822911,0.845154,247.476225,209.842305,215.514270
Deco Pink,1141,83.3609,20.1623,2.31517,0.628452,0.963898,0.761113,0.801138,245.793990,194.083815,204.290190
Vintage Victorian,1142,72.3516,29.1348,3.6229,0.441845,0.898773,0.616212,0.675391,229.187115,157.134060,172.224705
Rambling Rose,1143,65.7469,33.3054,4.50306,0.349977,0.850209,0.533438,0.601129,216.803295,136.026690,153.287895
Temptress,1144,52.2989,41.7943,11.7149,0.204111,0.75372,0.36295,0.419829,192.19860,92.55225,107.056395
Romeo O Romeo,1145,37.3731,53.1294,19.8687,0.0974078,0.644235,0.135768,0.234118,164.279925,34.620840,59.700090
Morning Shine,1146,94.0009,5.06757,0.489315,0.852736,0.972674,0.919463,0.929483,248.031870,234.463065,237.018165
Columbine,1147,89.6208,10.5007,-0.661824,0.754874,0.960801,0.856828,0.890203,245.004255,218.491140,227.001765
Persian Delight,1148,84.9945,15.4231,-2.78992,0.659963,0.938906,0.793155,0.855597,239.421030,202.254525,218.177235
Parrot Tulip,1149,82.1114,19.5733,-4.42657,0.60504,0.93153,0.750555,0.836574,237.54015,191.391525,213.326370
Pink Beauty,1150,74.1065,23.1713,-6.18909,0.468699,0.861934,0.65483,0.762661,219.793170,166.98165,194.478555
Fuscia Fizz,1151,55.284,32.6867,-6.54617,0.232061,0.711699,0.430893,0.568586,181.483245,109.877715,144.989430
Berry Patch,1152,35.3653,36.1018,-5.00213,0.0868233,0.517937,0.221736,0.36288,132.073935,56.542680,92.53440
Vienna Dawn,1153,95.1077,2.94829,1.05679,0.878735,0.970393,0.937145,0.937226,247.450215,238.971975,238.992630
Viola,1154,92.0254,8.1333,-1.59312,0.807614,0.968283,0.889891,0.923561,246.912165,226.922205,235.508055
Little Smile,1155,87.3257,17.378,-6.46663,0.706726,0.97061,0.813972,0.908945,247.50555,207.562860,231.780975
Pink Heath,1156,82.1823,23.8349,-9.60424,0.606354,0.949852,0.740045,0.875859,242.212260,188.711475,223.344045
Blossoms in Spring,1157,72.6263,34.9124,-12.6577,0.445979,0.907238,0.603844,0.794614,231.345690,153.980220,202.626570
Purple Hollyhock,1158,60.5647,49.2212,-14.0842,0.287549,0.852184,0.423528,0.677352,217.306920,107.999640,172.724760
Bridesmaid,1159,38.1179,50.5366,-0.037251,0.101543,0.624093,0.171106,0.36128,159.143715,43.632030,92.12640
Petal Poise,1160,92.0923,8.70885,-2.53296,0.809115,0.971021,0.889308,0.931459,247.610355,226.773540,237.522045
Nursery Pink,1161,88.9842,12.3903,-4.39238,0.741307,0.958474,0.84547,0.911205,244.410870,215.59485,232.357275
Venetian Rose,1162,84.1137,17.9772,-7.60616,0.642845,0.935778,0.777433,0.881667,238.623390,198.245415,224.825085
